time,velocity,acceleration,height
0.553,44.5751,-9.81,26.1527
0.554,44.5653,-9.81,26.1973
0.555,44.5554,-9.81,26.2419
0.556,44.5456,-9.81,26.2864
0.557,44.5358,-9.81,26.331
0.558,44.526,-9.81,26.3755
0.559,44.5162,-9.81,26.42
0.56,44.5064,-9.81,26.4645
0.561,44.4966,-9.81,26.509
0.562,44.4868,-9.81,26.5535
0.563,44.477,-9.81,26.598
0.564,44.4672,-9.81,26.6425
0.565,44.4573,-9.81,26.687
0.566,44.4475,-9.81,26.7314
0.567,44.4377,-9.81,26.7759
0.568,44.4279,-9.81,26.8203
0.569,44.4181,-9.81,26.8647
0.57,44.4083,-9.81,26.9092
0.571,44.3985,-9.81,26.9536
0.572,44.3887,-9.81,26.998
0.573,44.3789,-9.81,27.0424
0.574,44.3691,-9.81,27.0867
0.575,44.3592,-9.81,27.1311
0.576,44.3494,-9.81,27.1755
0.577,44.3396,-9.81,27.2198
0.578,44.3298,-9.81,27.2642
0.579,44.32,-9.81,27.3085
0.58,44.3102,-9.81,27.3528
0.581,44.3004,-9.81,27.3971
0.582,44.2906,-9.81,27.4414
0.583,44.2808,-9.81,27.4857
0.584,44.271,-9.81,27.53
0.585,44.2611,-9.81,27.5743
0.586,44.2513,-9.81,27.6185
0.587,44.2415,-9.81,27.6628
0.588,44.2317,-9.81,27.707
0.589,44.2219,-9.81,27.7512
0.59,44.2121,-9.81,27.7955
0.591,44.2023,-9.81,27.8397
0.592,44.1925,-9.81,27.8839
0.593,44.1827,-9.81,27.9281
0.594,44.1729,-9.81,27.9723
0.595,44.163,-9.81,28.0164
0.596,44.1532,-9.81,28.0606
0.597,44.1434,-9.81,28.1047
0.598,44.1336,-9.81,28.1489
0.599,44.1238,-9.81,28.193
0.6,44.114,-9.81,28.2371
0.601,44.1042,-9.81,28.2813
0.602,44.0944,-9.81,28.3254
0.603,44.0846,-9.81,28.3695
0.604,44.0748,-9.81,28.4135
0.605,44.0649,-9.81,28.4576
0.606,44.0551,-9.81,28.5017
0.607,44.0453,-9.81,28.5457
0.608,44.0355,-9.81,28.5898
0.609,44.0257,-9.81,28.6338
0.61,44.0159,-9.81,28.6778
0.611,44.0061,-9.81,28.7219
0.612,43.9963,-9.81,28.7659
0.613,43.9865,-9.81,28.8099
0.614,43.9767,-9.81,28.8538
0.615,43.9668,-9.81,28.8978
0.616,43.957,-9.81,28.9418
0.617,43.9472,-9.81,28.9857
0.618,43.9374,-9.81,29.0297
0.619,43.9276,-9.81,29.0736
0.62,43.9178,-9.81,29.1176
0.621,43.908,-9.81,29.1615
0.622,43.8982,-9.81,29.2054
0.623,43.8884,-9.81,29.2493
0.624,43.8786,-9.81,29.2932
0.625,43.8687,-9.81,29.337
0.626,43.8589,-9.81,29.3809
0.627,43.8491,-9.81,29.4248
0.628,43.8393,-9.81,29.4686
0.629,43.8295,-9.81,29.5125
0.63,43.8197,-9.81,29.5563
0.631,43.8099,-9.81,29.6001
0.632,43.8001,-9.81,29.6439
0.633,43.7903,-9.81,29.6877
0.634,43.7805,-9.81,29.7315
0.635,43.7706,-9.81,29.7753
0.636,43.7608,-9.81,29.8191
0.637,43.751,-9.81,29.8628
0.638,43.7412,-9.81,29.9066
0.639,43.7314,-9.81,29.9503
0.64,43.7216,-9.81,29.9941
0.641,43.7118,-9.81,30.0378
0.642,43.702,-9.81,30.0815
0.643,43.6922,-9.81,30.1252
0.644,43.6824,-9.81,30.1689
0.645,43.6725,-9.81,30.2126
0.646,43.6627,-9.81,30.2562
0.647,43.6529,-9.81,30.2999
0.648,43.6431,-9.81,30.3435
0.649,43.6333,-9.81,30.3872
0.65,43.6235,-9.81,30.4308
0.651,43.6137,-9.81,30.4744
0.652,43.6039,-9.81,30.5181
0.653,43.5941,-9.81,30.5617
0.654,43.5843,-9.81,30.6053
0.655,43.5744,-9.81,30.6488
0.656,43.5646,-9.81,30.6924
0.657,43.5548,-9.81,30.736
0.658,43.545,-9.81,30.7795
0.659,43.5352,-9.81,30.8231
0.66,43.5254,-9.81,30.8666
0.661,43.5156,-9.81,30.9101
0.662,43.5058,-9.81,30.9537
0.663,43.496,-9.81,30.9972
0.664,43.4862,-9.81,31.0407
0.665,43.4763,-9.81,31.0841
0.666,43.4665,-9.81,31.1276
0.667,43.4567,-9.81,31.1711
0.668,43.4469,-9.81,31.2145
0.669,43.4371,-9.81,31.258
0.67,43.4273,-9.81,31.3014
0.671,43.4175,-9.81,31.3449
0.672,43.4077,-9.81,31.3883
0.673,43.3979,-9.81,31.4317
0.674,43.3881,-9.81,31.4751
0.675,43.3782,-9.81,31.5185
0.676,43.3684,-9.81,31.5618
0.677,43.3586,-9.81,31.6052
0.678,43.3488,-9.81,31.6486
0.679,43.339,-9.81,31.6919
0.68,43.3292,-9.81,31.7353
0.681,43.3194,-9.81,31.7786
0.682,43.3096,-9.81,31.8219
0.683,43.2998,-9.81,31.8652
0.684,43.29,-9.81,31.9085
0.685,43.2801,-9.81,31.9518
0.686,43.2703,-9.81,31.9951
0.687,43.2605,-9.81,32.0384
0.688,43.2507,-9.81,32.0816
0.689,43.2409,-9.81,32.1249
0.69,43.2311,-9.81,32.1681
0.691,43.2213,-9.81,32.2113
0.692,43.2115,-9.81,32.2546
0.693,43.2017,-9.81,32.2978
0.694,43.1919,-9.81,32.341
0.695,43.182,-9.81,32.3842
0.696,43.1722,-9.81,32.4274
0.697,43.1624,-9.81,32.4705
0.698,43.1526,-9.81,32.5137
0.699,43.1428,-9.81,32.5568
0.7,43.133,-9.81,32.6
0.701,43.1232,-9.81,32.6431
0.702,43.1134,-9.81,32.6862
0.703,43.1036,-9.81,32.7294
0.704,43.0938,-9.81,32.7725
0.705,43.0839,-9.81,32.8156
0.706,43.0741,-9.81,32.8586
0.707,43.0643,-9.81,32.9017
0.708,43.0545,-9.81,32.9448
0.709,43.0447,-9.81,32.9878
0.71,43.0349,-9.81,33.0309
0.711,43.0251,-9.81,33.0739
0.712,43.0153,-9.81,33.1169
0.713,43.0055,-9.81,33.1599
0.714,42.9957,-9.81,33.203
0.715,42.9858,-9.81,33.2459
0.716,42.976,-9.81,33.2889
0.717,42.9662,-9.81,33.3319
